Source_ID PerErr ErrStd Fvar FvarErr Good Bad
2938651355 19.42 10.82 0.1234 0.06869 17 2
2940923721 25.21 10.51 nan nan 20 3
2940144353 19.44 4.87 0.0505 0.19854 11 2
2937784301 5.15 1.19 0.1879 0.01166 19 0
2940147277 21.84 7.24 0.2071 0.08037 13 9
2938657376 19.43 10.52 0.0918 0.07907 18 1
2940933352 49.37 0.75 nan nan 2 21
2938661627 18.25 6.4 nan nan 16 2
2937789094 25.65 4.12 nan nan 3 16
2939433380 11.34 4.74 0.11 0.03045 21 0
2938664659 17.76 10.35 0.1375 0.05712 16 3
2937809054 10.19 3.8 nan nan 19 0
2939444280 22.65 11.18 0.0832 0.10798 16 2
2938666440 12.73 3.28 nan nan 18 0
2940963619 30.38 11.7 0.1335 0.18809 12 7
2940159491 30.22 12.0 nan nan 10 12
2939465606 11.84 6.21 0.0271 0.10749 20 0
2943195872 11.45 10.61 nan nan 18 1
2970913529 9.93 2.41 0.1539 0.02445 19 0
2940162924 24.91 6.76 0.2883 0.18497 4 17
2937810288 32.53 9.55 nan nan 9 10
2938666749 27.26 12.38 0.2791 0.11212 13 6
2940176468 10.6 5.85 0.028 0.08196 20 2
2937852596 22.7 6.5 nan nan 8 9
2938669680 47.5 11.2 0.1634 0.66038 2 17
2970918822 18.61 8.81 0.1845 0.05327 15 4
2937856748 26.83 9.62 nan nan 6 11
2970350730 24.75 9.51 nan nan 12 7
2937870154 9.78 5.89 0.048 0.04642 16 0
2938718310 27.16 13.76 0.2188 0.07897 17 5
2939486719 28.97 9.97 nan nan 9 10
2938718841 15.47 8.77 0.0989 0.06172 17 4
2970352400 7.92 2.89 nan nan 17 1
2940222333 26.09 8.1 nan nan 13 5
2938737309 14.68 6.21 nan nan 19 0
2970356187 23.13 12.64 0.151 0.09009 15 2
2938740735 15.97 5.04 nan nan 22 0
2939489514 16.63 9.89 nan nan 19 0
2940231193 59.21 10.54 nan nan 3 16
2938744334 22.5 10.2 0.2027 0.062 20 2
2939496406 14.96 7.6 0.1362 0.05058 19 1
2970357916 31.2 3.37 0.081 0.37377 6 13
2940235927 9.9 3.31 0.082 0.03172 18 0
2939515083 35.44 17.23 0.356 0.10267 15 4
2940236735 34.36 15.78 nan nan 15 4
2970946153 8.92 7.66 nan nan 18 1
2938756405 19.58 7.88 0.1042 0.066 22 1
2970951335 11.2 1.28 nan nan 19 0
2939520972 14.13 7.77 0.054 0.07917 19 1
2970386160 16.93 7.5 nan nan 16 2
2938846711 49.27 0.0 nan nan 1 17
2939531854 16.96 6.52 nan nan 15 3
2970394610 12.37 4.44 nan nan 17 3
2938847122 30.37 9.96 0.2583 0.1328 8 10
2938852284 10.15 4.77 0.102 0.03003 19 0
2970400768 27.38 11.77 nan nan 14 4
2970402464 14.62 6.52 0.1287 0.04568 17 1
2971008992 8.6 4.8 0.0669 0.03117 18 1
2938870373 34.62 7.41 nan nan 5 13
2939622630 16.32 8.86 0.084 0.06709 17 3
2938878570 36.44 20.59 nan nan 13 9
2939627477 25.68 8.22 nan nan 18 2
2971040058 16.72 10.59 0.0442 0.12895 15 4
2970414144 11.63 8.73 nan nan 20 0
2939629447 15.46 7.6 nan nan 18 0
2971049565 26.28 12.82 0.1193 0.14577 12 6
2971063757 17.7 6.93 0.0653 0.10502 16 3
2971078293 31.53 11.52 0.1398 0.24047 7 12
2971090058 8.07 4.22 0.0622 0.03028 18 1
2971092024 10.42 5.59 0.0651 0.03878 18 1
2971103787 16.37 9.35 0.0768 0.07641 19 0
2971108787 31.55 10.86 nan nan 10 9
2971114154 24.15 6.56 nan nan 19 0
2971119631 5.42 1.68 0.0671 0.01447 20 0
2971138214 22.9 9.15 nan nan 18 2
2971151184 67.58 24.85 nan nan 10 9
2971153461 15.98 6.23 nan nan 20 0
2971163280 21.14 9.69 0.1373 0.06924 19 0
2971173079 22.48 8.07 0.0499 0.19329 17 2
2971173448 38.07 15.49 nan nan 3 16
2971186012 9.62 3.31 nan nan 19 0
2971195716 14.98 7.82 nan nan 19 0
2971207983 41.09 11.81 nan nan 4 15
2971214402 34.78 8.58 nan nan 11 7
2971214955 20.41 14.22 nan nan 19 0
2971221684 75.55 41.61 nan nan 3 16
2971232645 30.42 8.37 nan nan 11 8
2939644652 31.98 2.33 nan nan 3 15
2939647824 38.66 12.8 nan nan 10 8
2971239272 65.67 29.83 nan nan 7 12
2939649603 32.9 7.76 0.2614 0.14261 10 9
2971239599 33.85 7.88 nan nan 12 7
2971245499 15.57 8.12 0.0991 0.05669 18 1
2939652807 27.83 5.23 nan nan 7 9
2971258753 28.68 6.41 nan nan 4 15
2937961955 3.42 1.05 0.0403 0.00987 18 0
