Source_ID	mean_photo	std_photo	fvar_photo	fvar_line	mean_err_photo	mean_err_line	std_err_photo	std_err_line	
2971212466	13.6359424795	1.0015390866	0.0726789813413	0.127493371834	0.00882865282847	0.0785	0.00527776437711	0.0237
2925352689	7.07505191099	0.538734984758	0.0741702979122	0.11798158275	0.0129245662458	0.2344	0.0101803450264	0.0871
2925362319	15.5946520308	1.4986896198	0.0956807508251	0.0610225905737	0.00801117827456	0.071	0.00392801480934	0.03
2925370402	4.89088142777	0.374350611512	0.074522744859	0.0613791193005	0.0142209627898	0.1374	0.0105775782553	0.0712
2925372393	6.08700635065	0.491434679313	0.0794823701419	0.178198447783	0.0119841667358	0.2364	0.00700272983231	0.1067
2925373860	2.86103824809	0.473595523669	0.162861874489	0.207798100399	0.0233284687131	0.3232	0.0184379199205	0.1085
2925375402	8.61059285197	0.80689303251	0.092910591478	0.137042807472	0.0101429436495	0.1466	0.00671787319888	0.1221
2925376286	4.79849547088	0.679067644304	0.140189329593	0.295160952702	0.0155713554744	0.1874	0.0137411486965	0.1075
2925382434	3.9923250484	0.662393752882	0.164783771256	0.224297927027	0.0161967489567	0.1696	0.0117622867455	0.1328
2925385263	2.13026023231	0.299519427082	0.136507277469	0.68544360623	0.0248897843317	0.0865	0.0200572775818	0.0
2925390876	2.38644503019	0.38187653462	0.157042029102	0.258318539223	0.0242839097022	0.2175	0.022022699122	0.0382
2925403880	2.00119466403	0.34247320419	0.167671290151	0.280766812178	0.027500083944	0.4752	0.0266454877412	0.0
2925409884	0.826464902411	0.21664516272	0.255909999225	0.714395921854	0.0575494064692	0.3929	0.0298372683464	0.0581
2925410674	1.56033959032	0.279927206287	0.174112204188	0.269245234053	0.0389641779328	0.2424	0.0243490366138	0.0
2925420688	5.4475155853	0.868989864956	0.158469300294	0.31698354192	0.0142687974376	0.2425	0.0103560484107	0.0965
2925422614	3.8864879297	0.376975780199	0.0941349489794	0.0710403149963	0.0182063387134	0.116	0.0172628985752	0.0462
2925424201	6.78184183374	1.45815569747	0.214601906559	0.125986198244	0.011758036867	0.2305	0.00847860923593	0.117
2925424419	20.2427920365	1.6802359488	0.0826422666467	0.0516123353747	0.00722054771067	0.1137	0.00325696540121	0.0565
2925437937	2.1061477175	0.192176405608	0.0857389915721	0.0291548052039	0.0248417551455	0.1356	0.0182058582898	0.0585
2925462019	5.87823704605	0.72010273899	0.121072256017	0.094763819597	0.0135440575167	0.1392	0.0121602040428	0.0963
2925471126	1.93110724189	0.248432601298	0.124621816623	0.0510075726477	0.0266717186286	0.2899	0.020798887569	0.0598
2925473757	4.08261252825	0.354020498789	0.0841121369967	0.0371085569928	0.0160000249992	0.1631	0.0136779852692	0.1079
2925482434	2.7497748356	0.328041257375	0.115378083377	0.254592593757	0.0235334012194	0.2483	0.0188886234569	0.0688
2925482770	2.23968501217	0.422276377156	0.184950257322	0.24707684057	0.029143868744	0.571	0.0233403644512	0.0
2940249446	3.6523759884	0.36323061265	0.0968179107406	0.116890069303	0.0165379234141	0.1633	0.0169046691815	0.0974
2925490304	3.24870368522	0.500258882758	0.150977361055	0.221027813027	0.0222997816751	0.2242	0.0210371270345	0.0723
2939660801	3.95915597636	0.723024846466	0.181829211278	0.0796688097453	0.0149075037176	0.1793	0.0104341404529	0.068
2925693212	2.80847526388	0.524326527701	0.184233170743	0.224533225563	0.0245156700919	0.2971	0.019236919546	0.0779
2939662073	18.1204602812	1.68460055098	0.0925783252483	0.0327705564648	0.00739869689233	0.0695	0.00456111199373	0.0176
2970460831	4.4550922247	0.719408831191	0.160571212904	0.0800376734359	0.013870704723	0.133	0.0102009880654	0.0761
2970464914	4.02041562564	0.618416426163	0.152271380449	0.133558391158	0.0164091005716	0.087	0.0130661101001	0.0303
2940260013	4.21508367698	0.422863941223	0.0966551634404	0.295229181414	0.0159203028751	0.3224	0.0192531969679	0.1309
2937895789	63.1089840205	5.3848831108	0.0851170914128	0.222549771124	0.00566802851435	0.0955	0.0024514995575	0.0276
2925505192	17.1119235038	1.44638585995	0.084129418319	0.126791188116	0.00747981748874	0.1221	0.00326677133087	0.0889
2940268753	5.84186016979	0.484167595722	0.0816521110845	0.0538000472964	0.0119628845578	0.0606	0.00725265551867	0.0215
2937918319	7.70748969228	0.617724813771	0.0796810146158	0.0948078046613	0.00775855187437	0.1831	0.0041545574974	0.0704
2938924759	3.62227522352	0.525825825542	0.144476949317	0.146801905359	0.0117216258667	0.1273	0.00907990155649	0.0958
2925507626	3.00779453176	0.445313607744	0.14520229257	0.262179394387	0.0228578687229	0.1995	0.0170372343952	0.0749
2940271483	9.20501326967	0.700042289199	0.0747721393433	0.13564431652	0.010255492705	0.1764	0.011213766506	0.0979
2925508629	1.21900633506	0.169561133825	0.131895650457	2.0698185087	0.0382706603125	0.2834	0.0271300574994	0.0741
2938937393	5.59315631478	0.871345378153	0.154980830868	0.0771196577158	0.0096488231254	0.1032	0.0102436763745	0.0477
2970501798	4.90054986018	0.779359296692	0.15810142978	0.140692915597	0.0140180808019	0.185	0.0105504512484	0.0943
2937935995	11.0281217861	0.948903330203	0.0856929276676	0.306259394047	0.00745272923985	0.3306	0.00281953813752	0.0586
2925707000	7.00094650901	0.378927858416	0.0518616694647	0.126692916238	0.0121425314962	0.1829	0.00914816366297	0.0879
2970518535	3.1464370745	0.564965659532	0.177952850749	0.0734870633679	0.0196108253287	0.221	0.0145540015543	0.0863
2938953902	4.54095130536	0.506598243201	0.110820170994	0.0484825021867	0.0103942463691	0.1574	0.00846501264342	0.0502
2940279202	27.143636577	2.8606900596	0.105086127965	0.0985409540658	0.0069082348503	0.1328	0.0038032095789	0.0132
2925718880	4.86473598612	0.416360179646	0.0833878598089	0.147733331797	0.0151204386321	0.1112	0.0113685656396	0.0814
2938957668	2.14054161573	0.172017749708	0.0768635837373	0.170072973682	0.0172692217665	0.1646	0.020083701073	0.0785
2939679498	3.31206169638	0.492773460289	0.145381320504	0.151148872054	0.0187096678191	0.2293	0.0195838444077	0.0886
2939682928	1.85501773258	0.211390292377	0.10847434888	0.0728853567258	0.0258107160298	0.121	0.0188308209212	0.0347
2925515125	9.43382268799	1.54409561862	0.162649263759	0.297553395834	0.0119059153027	0.306	0.014914641528	0.0681
2938968217	19.1988782083	1.24203888945	0.0643437065718	0.168401316529	0.00634912552639	0.0623	0.00256509855897	0.0318
2938000350	2.25699950434	0.557981654405	0.246327283674	0.135466991999	0.0159452389234	0.2457	0.0135010108491	0.0714
2970556875	6.79863726843	0.926303814288	0.135190344711	0.101608276956	0.0137173973007	0.0714	0.012045054177	0.0453
2938969014	2.53231725356	0.375552591597	0.146760195293	0.118628325827	0.0145792506783	0.2122	0.0117439568283	0.097
2925733402	3.85277863186	0.622740719732	0.158747348715	0.159528597179	0.0195993509036	0.1494	0.0196283281775	0.0702
2925733668	3.94205561818	0.599138209499	0.149414035704	0.139400026299	0.018393668444	0.2372	0.0207974450371	0.1109
2938049569	10.720651014	1.95317641769	0.181768495294	0.185733894391	0.00999681406569	0.3175	0.00900573660603	0.1759
2938053850	8.25382240118	1.14684547357	0.138242755522	0.0746905715642	0.0109285057447	0.1889	0.00817630532432	0.0872
2925733889	4.28103118444	0.335359628696	0.0736414213173	0.165886699583	0.0178013923443	0.3442	0.0217352533425	0.1012
2938969598	4.4451491142	0.677374412337	0.15175033796	0.11283455137	0.0107888345304	0.2814	0.00796168217751	0.1085
2925523772	4.02005079612	0.495063914871	0.120814984044	0.702135275398	0.0173996414379	0.2884	0.0124408056743	0.0848
2940327071	5.94414045707	0.477722680705	0.078022576214	0.226336537744	0.0137974759321	0.1753	0.0149900793877	0.1
2939694336	9.33232021495	0.972766204812	0.103362368215	0.196784456463	0.0096074872232	0.1495	0.008544368854	0.0685
2970569124	6.21205202984	0.809959580738	0.129085908659	0.223041053186	0.0132531436822	0.1421	0.0131052966123	0.1203
2938970755	14.7494271008	2.53727822978	0.171866479907	0.071256655676	0.00669142216601	0.0626	0.00237388261542	0.0189
2940332489	1.31099148813	0.208521294802	0.152118630995	0.452958055151	0.0395482720537	0.3878	0.0270128116451	0.0206
2938055829	5.3408292736	0.824381976601	0.152896084097	0.0314583672151	0.0140878639097	0.287	0.0142172336529	0.1298
2940332845	6.53219394828	0.979350764725	0.148873809195	0.106057783393	0.0122434381614	0.3894	0.0118938983688	0.1059
2939722065	6.21678707608	0.844078427887	0.134507912173	0.148798978275	0.0128771373958	0.2424	0.0127945492627	0.107
2970571450	8.73577929413	0.737662601512	0.0833917628416	0.157959087252	0.0104362920384	0.0986	0.0101098128236	0.05
2925551147	13.3507322501	2.7626665029	0.206500384151	0.13207268748	0.00962793699275	0.14	0.00798610985658	0.0959
2938070615	1.86703838483	0.463121830637	0.245828961588	0.459786281751	0.029574853398	0.259	0.0211772279002	0.062
2940335936	8.51056347692	0.892260800439	0.104090716122	0.110570094629	0.0102863277573	0.2312	0.00816648743641	0.1076
2925740160	5.8349722574	0.795962488984	0.135076386462	0.116147990429	0.0150547821911	0.2353	0.0118976936949	0.0911
2970573886	6.31766200322	0.519185395822	0.0806955230865	0.155193836125	0.0123661452168	0.1361	0.01102131962	0.0487
2938078264	1.19590343403	0.173222876531	0.1368104036	0.354342073305	0.042934988672	0.234	0.0329527832838	0.1507
2925551652	6.71691058854	0.719984212766	0.105867303428	0.11031134444	0.0135256531357	0.2248	0.00984620133673	0.1038
2939745340	6.78097003005	1.04115402726	0.152324552565	0.0277541666086	0.0131949540898	0.3088	0.017079916763	0.1234
2939746344	5.30085557973	0.929064887437	0.174390305147	0.0694738209007	0.0130191404171	0.2028	0.0124185021358	0.0874
2925750275	4.48320476639	0.493709164315	0.108482399751	0.641649013155	0.0155510901152	0.3204	0.0111110205545	0.0
2925753074	4.37897768553	0.587983609209	0.132973640041	0.320585519508	0.0150748854653	0.2091	0.0112267591638	0.0889
2940351862	3.47516459287	0.412244134701	0.116900840397	0.346860054768	0.01751795892	0.279	0.0129039357405	0.102
2939752141	4.00836008228	0.391228980794	0.0946387720646	0.456544392063	0.0166264624332	0.456	0.0199726891263	0.1588
2940361224	3.8080286665	0.332284579157	0.0835452888027	0.279626625485	0.0178224020812	0.1955	0.0185294700349	0.0748
2938100034	6.02936837127	0.700109532969	0.114562741063	0.28448739559	0.0124358386973	0.1472	0.0111138674527	0.0528
2939754189	12.0757902413	1.65628920125	0.136271850963	0.0756844823571	0.0122289388451	0.1673	0.0120126926766	0.0512
2925756177	3.37145613431	0.427959455799	0.12441050303	1.32033250405	0.0196828361462	nan	0.0165621785013	nan
2938156599	11.1017916653	0.582021188382	0.0510500089878	0.107396235951	0.00927142839218	0.1384	0.00730053415064	0.0552
2970608080	4.37893183846	0.472558026969	0.106497689061	0.0149628301354	0.0145241993448	0.1081	0.0110847796738	0.0712
2939771369	2.65471754764	0.309310626514	0.112105830014	0.169842513804	0.0224670729918	0.3321	0.0255308740875	0.1077
2925760568	5.41116604642	0.434311274964	0.0785708344258	0.309534356731	0.0131004622403	0.2083	0.0098032687524	0.0955
2925765427	2.92448599399	0.370207302227	0.12411523961	0.253695896466	0.0209823236995	0.2556	0.0135116622189	0.0885
2940368660	2.38577709797	0.461255558854	0.191138760805	0.0779101964274	0.0241071652266	0.4444	0.0176120686195	0.0271
2970611652	4.62999154862	0.619448430664	0.132878266558	0.251513364853	0.0132698063728	0.2897	0.0084874134301	0.0725
2939776918	8.59027428766	0.982514095844	0.113816799921	0.123778419393	0.00965796338728	0.2137	0.00578899376608	0.0899
